2022-03-21	1.2132	1.2132	-0.16%	开放申购	开放赎回
2022-03-18	1.2152	1.2152	0.64%	开放申购	开放赎回
2022-03-17	1.2075	1.2075	1.86%	开放申购	开放赎回
2022-03-16	1.1854	1.1854	4.08%	开放申购	开放赎回
2022-03-15	1.1389	1.1389	-4.30%	开放申购	开放赎回
2022-03-14	1.1901	1.1901	-2.89%	开放申购	开放赎回
2022-03-11	1.2255	1.2255	0.30%	开放申购	开放赎回
2022-03-10	1.2218	1.2218	1.47%	开放申购	开放赎回
2022-03-09	1.2041	1.2041	-0.86%	开放申购	开放赎回
2022-03-08	1.2146	1.2146	-1.87%	开放申购	开放赎回
2022-03-07	1.2378	1.2378	-3.02%	开放申购	开放赎回
2022-03-04	1.2764	1.2764	-1.17%	开放申购	开放赎回
2022-03-03	1.2915	1.2915	-0.55%	开放申购	开放赎回
2022-03-02	1.2987	1.2987	-0.84%	开放申购	开放赎回
2022-03-01	1.3097	1.3097	0.78%	开放申购	开放赎回
2022-02-28	1.2996	1.2996	0.17%	开放申购	开放赎回
2022-02-25	1.2974	1.2974	0.92%	开放申购	开放赎回
2022-02-24	1.2856	1.2856	-1.92%	开放申购	开放赎回
2022-02-23	1.3108	1.3108	1.01%	开放申购	开放赎回
2022-02-22	1.2977	1.2977	-1.25%	开放申购	开放赎回
2022-02-21	1.3141	1.3141	-0.36%	开放申购	开放赎回
2022-02-18	1.3188	1.3188	0.46%	开放申购	开放赎回
2022-02-17	1.3128	1.3128	0.24%	开放申购	开放赎回
2022-02-16	1.3097	1.3097	0.37%	开放申购	开放赎回
2022-02-15	1.3049	1.3049	0.99%	开放申购	开放赎回
2022-02-14	1.2921	1.2921	-1.02%	开放申购	开放赎回
2022-02-11	1.3054	1.3054	-0.78%	开放申购	开放赎回
2022-02-10	1.3157	1.3157	-0.25%	开放申购	开放赎回
2022-02-09	1.3190	1.3190	0.88%	开放申购	开放赎回
2022-02-08	1.3075	1.3075	-0.52%	开放申购	开放赎回
2022-02-07	1.3143	1.3143	1.44%	开放申购	开放赎回
2022-01-28	1.2957	1.2957	-1.15%	开放申购	开放赎回
2022-01-27	1.3108	1.3108	-1.85%	开放申购	开放赎回
2022-01-26	1.3355	1.3355	0.70%	开放申购	开放赎回
2022-01-25	1.3262	1.3262	-2.13%	开放申购	开放赎回
2022-01-24	1.3551	1.3551	0.13%	开放申购	开放赎回
2022-01-21	1.3533	1.3533	-0.86%	开放申购	开放赎回
2022-01-20	1.3651	1.3651	0.85%	开放申购	开放赎回
2022-01-19	1.3536	1.3536	-0.65%	开放申购	开放赎回
2022-01-18	1.3625	1.3625	0.91%	开放申购	开放赎回
2022-01-17	1.3502	1.3502	0.80%	开放申购	开放赎回
2022-01-14	1.3395	1.3395	-0.76%	开放申购	开放赎回
2022-01-13	1.3497	1.3497	-1.56%	开放申购	开放赎回
2022-01-12	1.3711	1.3711	0.95%	开放申购	开放赎回
2022-01-11	1.3582	1.3582	-0.91%	开放申购	开放赎回
2022-01-10	1.3707	1.3707	0.42%	开放申购	开放赎回
2022-01-07	1.3650	1.3650	0.08%	开放申购	开放赎回
2022-01-06	1.3639	1.3639	-0.97%	开放申购	开放赎回
2022-01-05	1.3772	1.3772	-0.96%	开放申购	开放赎回
2022-01-04	1.3905	1.3905	-0.44%	开放申购	开放赎回
2021-12-31	1.3966	1.3966	0.36%	开放申购	开放赎回
2021-12-30	1.3916	1.3916	0.74%	开放申购	开放赎回
2021-12-29	1.3814	1.3814	-1.41%	开放申购	开放赎回
2021-12-28	1.4012	1.4012	0.70%	开放申购	开放赎回
2021-12-27	1.3914	1.3914	-0.04%	开放申购	开放赎回
2021-12-24	1.3920	1.3920	-0.52%	开放申购	开放赎回
2021-12-23	1.3993	1.3993	0.65%	开放申购	开放赎回
2021-12-22	1.3902	1.3902	0.02%	开放申购	开放赎回
2021-12-21	1.3899	1.3899	0.65%	开放申购	开放赎回
2021-12-20	1.3809	1.3809	-1.40%	开放申购	开放赎回
2021-12-17	1.4005	1.4005	-1.50%	开放申购	开放赎回
2021-12-16	1.4218	1.4218	0.54%	开放申购	开放赎回
2021-12-15	1.4141	1.4141	-0.81%	开放申购	开放赎回
2021-12-14	1.4256	1.4256	-0.65%	开放申购	开放赎回
2021-12-13	1.4349	1.4349	0.54%	开放申购	开放赎回
2021-12-10	1.4272	1.4272	-0.43%	开放申购	开放赎回
2021-12-09	1.4334	1.4334	1.56%	开放申购	开放赎回
2021-12-08	1.4114	1.4114	1.43%	开放申购	开放赎回
2021-12-07	1.3915	1.3915	0.55%	开放申购	开放赎回
2021-12-06	1.3839	1.3839	-0.17%	开放申购	开放赎回
2021-12-03	1.3863	1.3863	0.87%	开放申购	开放赎回
2021-12-02	1.3743	1.3743	0.23%	开放申购	开放赎回
2021-12-01	1.3711	1.3711	0.23%	开放申购	开放赎回
2021-11-30	1.3679	1.3679	-0.38%	开放申购	开放赎回
2021-11-29	1.3731	1.3731	-0.16%	开放申购	开放赎回
2021-11-26	1.3753	1.3753	-0.71%	开放申购	开放赎回
2021-11-25	1.3851	1.3851	-0.40%	开放申购	开放赎回
2021-11-24	1.3906	1.3906	0.06%	开放申购	开放赎回
2021-11-23	1.3897	1.3897	0.01%	开放申购	开放赎回
2021-11-22	1.3895	1.3895	0.43%	开放申购	开放赎回
2021-11-19	1.3836	1.3836	1.02%	开放申购	开放赎回
2021-11-18	1.3696	1.3696	-0.93%	开放申购	开放赎回
2021-11-17	1.3825	1.3825	0.04%	开放申购	开放赎回
2021-11-16	1.3819	1.3819	0.02%	开放申购	开放赎回
2021-11-15	1.3816	1.3816	-0.12%	开放申购	开放赎回
2021-11-12	1.3833	1.3833	-0.20%	开放申购	开放赎回
2021-11-11	1.3861	1.3861	1.51%	开放申购	开放赎回
2021-11-10	1.3655	1.3655	-0.50%	开放申购	开放赎回
2021-11-09	1.3724	1.3724	-0.04%	开放申购	开放赎回
2021-11-08	1.3729	1.3729	0.12%	开放申购	开放赎回
2021-11-05	1.3713	1.3713	-0.52%	开放申购	开放赎回
2021-11-04	1.3784	1.3784	0.92%	开放申购	开放赎回
2021-11-03	1.3658	1.3658	-0.36%	开放申购	开放赎回
2021-11-02	1.3708	1.3708	-0.98%	开放申购	开放赎回
2021-11-01	1.3843	1.3843	-0.35%	开放申购	开放赎回
2021-10-29	1.3892	1.3892	0.86%	开放申购	开放赎回
2021-10-28	1.3774	1.3774	-0.66%	开放申购	开放赎回
2021-10-27	1.3866	1.3866	-1.25%	开放申购	开放赎回
2021-10-26	1.4042	1.4042	-0.31%	开放申购	开放赎回
2021-10-25	1.4086	1.4086	0.43%	开放申购	开放赎回
2021-10-22	1.4026	1.4026	0.62%	开放申购	开放赎回
2021-10-21	1.3939	1.3939	0.35%	开放申购	开放赎回
2021-10-20	1.3891	1.3891	-0.24%	开放申购	开放赎回
2021-10-19	1.3925	1.3925	0.94%	开放申购	开放赎回
2021-10-18	1.3796	1.3796	-1.11%	开放申购	开放赎回
2021-10-15	1.3951	1.3951	0.38%	开放申购	开放赎回
2021-10-14	1.3898	1.3898	-0.52%	开放申购	开放赎回
2021-10-13	1.3970	1.3970	1.09%	开放申购	开放赎回
2021-10-12	1.3819	1.3819	-1.01%	开放申购	开放赎回
2021-10-11	1.3960	1.3960	0.12%	开放申购	开放赎回
2021-10-08	1.3943	1.3943	1.20%	开放申购	开放赎回
2021-09-30	1.3778	1.3778	0.64%	开放申购	开放赎回
2021-09-29	1.3691	1.3691	-0.97%	开放申购	开放赎回
2021-09-28	1.3825	1.3825	0.13%	开放申购	开放赎回
2021-09-27	1.3807	1.3807	0.54%	开放申购	开放赎回
2021-09-24	1.3733	1.3733	-0.07%	开放申购	开放赎回
2021-09-23	1.3743	1.3743	0.61%	开放申购	开放赎回
2021-09-22	1.3660	1.3660	-0.67%	开放申购	开放赎回
2021-09-17	1.3752	1.3752	0.97%	开放申购	开放赎回
2021-09-16	1.3620	1.3620	-1.16%	开放申购	开放赎回
2021-09-15	1.3780	1.3780	-0.96%	开放申购	开放赎回
2021-09-14	1.3914	1.3914	-1.42%	开放申购	开放赎回
2021-09-13	1.4114	1.4114	-0.42%	开放申购	开放赎回
2021-09-10	1.4173	1.4173	0.84%	开放申购	开放赎回
2021-09-09	1.4055	1.4055	-0.05%	开放申购	开放赎回
2021-09-08	1.4062	1.4062	-0.40%	开放申购	开放赎回
2021-09-07	1.4119	1.4119	1.17%	开放申购	开放赎回
2021-09-06	1.3956	1.3956	1.77%	开放申购	开放赎回
2021-09-03	1.3713	1.3713	-0.52%	开放申购	开放赎回
2021-09-02	1.3784	1.3784	-0.01%	开放申购	开放赎回
2021-09-01	1.3785	1.3785	1.26%	开放申购	开放赎回
2021-08-31	1.3613	1.3613	-0.15%	开放申购	开放赎回
2021-08-30	1.3633	1.3633	-0.28%	开放申购	开放赎回
2021-08-27	1.3671	1.3671	0.50%	开放申购	开放赎回
2021-08-26	1.3603	1.3603	-1.88%	开放申购	开放赎回
2021-08-25	1.3863	1.3863	0.23%	开放申购	开放赎回
2021-08-24	1.3831	1.3831	1.04%	开放申购	开放赎回
2021-08-23	1.3689	1.3689	1.40%	开放申购	开放赎回
2021-08-20	1.3500	1.3500	-1.76%	开放申购	开放赎回
2021-08-19	1.3742	1.3742	-0.62%	开放申购	开放赎回
2021-08-18	1.3828	1.3828	1.13%	开放申购	开放赎回
2021-08-17	1.3673	1.3673	-1.97%	开放申购	开放赎回
2021-08-16	1.3948	1.3948	-0.06%	开放申购	开放赎回
2021-08-13	1.3956	1.3956	-0.51%	开放申购	开放赎回
2021-08-12	1.4028	1.4028	-0.79%	开放申购	开放赎回
2021-08-11	1.4140	1.4140	-0.51%	开放申购	开放赎回
2021-08-10	1.4213	1.4213	1.10%	开放申购	开放赎回
2021-08-09	1.4058	1.4058	1.23%	开放申购	开放赎回
2021-08-06	1.3887	1.3887	-0.51%	开放申购	开放赎回
2021-08-05	1.3958	1.3958	-0.56%	开放申购	开放赎回
2021-08-04	1.4037	1.4037	0.87%	开放申购	开放赎回
2021-08-03	1.3916	1.3916	0.02%	开放申购	开放赎回
2021-08-02	1.3913	1.3913	2.40%	开放申购	开放赎回
2021-07-30	1.3587	1.3587	-0.70%	开放申购	开放赎回
2021-07-29	1.3683	1.3683	1.76%	开放申购	开放赎回
2021-07-28	1.3446	1.3446	0.19%	开放申购	开放赎回
2021-07-27	1.3420	1.3420	-3.31%	开放申购	开放赎回
2021-07-26	1.3879	1.3879	-3.07%	开放申购	开放赎回
2021-07-23	1.4318	1.4318	-1.15%	开放申购	开放赎回
2021-07-22	1.4484	1.4484	0.21%	开放申购	开放赎回
2021-07-21	1.4453	1.4453	0.70%	开放申购	开放赎回
2021-07-20	1.4353	1.4353	-0.08%	开放申购	开放赎回
2021-07-19	1.4364	1.4364	0.36%	开放申购	开放赎回
2021-07-16	1.4313	1.4313	-0.98%	开放申购	开放赎回
2021-07-15	1.4455	1.4455	1.30%	开放申购	开放赎回
2021-07-14	1.4269	1.4269	-1.09%	开放申购	开放赎回
2021-07-13	1.4426	1.4426	0.29%	开放申购	开放赎回
2021-07-12	1.4384	1.4384	1.20%	开放申购	开放赎回
2021-07-09	1.4213	1.4213	-0.26%	开放申购	开放赎回
2021-07-08	1.4250	1.4250	-0.92%	开放申购	开放赎回
2021-07-07	1.4383	1.4383	1.10%	开放申购	开放赎回
2021-07-06	1.4227	1.4227	0.01%	开放申购	开放赎回
2021-07-05	1.4225	1.4225	0.10%	开放申购	开放赎回
2021-07-02	1.4211	1.4211	-2.72%	开放申购	开放赎回
2021-07-01	1.4608	1.4608	0.12%	开放申购	开放赎回
2021-06-30	1.4590	1.4590	0.67%	开放申购	开放赎回
2021-06-29	1.4493	1.4493	-1.06%	开放申购	开放赎回
2021-06-28	1.4648	1.4648	0.22%	开放申购	开放赎回
2021-06-25	1.4616	1.4616	1.62%	开放申购	开放赎回
2021-06-24	1.4383	1.4383	0.18%	开放申购	开放赎回
2021-06-23	1.4357	1.4357	0.49%	开放申购	开放赎回
2021-06-22	1.4287	1.4287	0.60%	开放申购	开放赎回
2021-06-21	1.4202	1.4202	-0.23%	开放申购	开放赎回
2021-06-18	1.4235	1.4235	0.06%	开放申购	开放赎回
2021-06-17	1.4227	1.4227	0.46%	开放申购	开放赎回
2021-06-16	1.4162	1.4162	-1.56%	开放申购	开放赎回
2021-06-15	1.4386	1.4386	-1.13%	开放申购	开放赎回
2021-06-11	1.4550	1.4550	-0.80%	开放申购	开放赎回
2021-06-10	1.4667	1.4667	0.65%	开放申购	开放赎回
2021-06-09	1.4573	1.4573	0.10%	开放申购	开放赎回
2021-06-08	1.4558	1.4558	-0.79%	开放申购	开放赎回
2021-06-07	1.4674	1.4674	-0.07%	开放申购	开放赎回
2021-06-04	1.4684	1.4684	0.53%	开放申购	开放赎回
2021-06-03	1.4607	1.4607	-0.60%	开放申购	开放赎回
2021-06-02	1.4695	1.4695	-0.88%	开放申购	开放赎回
2021-06-01	1.4825	1.4825	0.19%	开放申购	开放赎回
2021-05-31	1.4797	1.4797	0.19%	开放申购	开放赎回
2021-05-28	1.4769	1.4769	-0.26%	开放申购	开放赎回
2021-05-27	1.4808	1.4808	0.31%	开放申购	开放赎回
2021-05-26	1.4762	1.4762	0.04%	开放申购	开放赎回
2021-05-25	1.4756	1.4756	2.99%	开放申购	开放赎回
2021-05-24	1.4328	1.4328	0.39%	开放申购	开放赎回
2021-05-21	1.4272	1.4272	-0.93%	开放申购	开放赎回
2021-05-20	1.4406	1.4406	0.26%	开放申购	开放赎回
2021-05-19	1.4368	1.4368	-0.26%	开放申购	开放赎回
2021-05-18	1.4405	1.4405	0.05%	开放申购	开放赎回
2021-05-17	1.4398	1.4398	1.39%	开放申购	开放赎回
2021-05-14	1.4201	1.4201	2.22%	开放申购	开放赎回
2021-05-13	1.3893	1.3893	-0.96%	开放申购	开放赎回
2021-05-12	1.4027	1.4027	0.42%	开放申购	开放赎回
2021-05-11	1.3969	1.3969	0.58%	开放申购	开放赎回
2021-05-10	1.3888	1.3888	-0.06%	开放申购	开放赎回
2021-05-07	1.3897	1.3897	-1.22%	开放申购	开放赎回
2021-05-06	1.4068	1.4068	-1.16%	开放申购	开放赎回
2021-04-30	1.4233	1.4233	-0.75%	开放申购	开放赎回
2021-04-29	1.4340	1.4340	0.84%	开放申购	开放赎回
2021-04-28	1.4220	1.4220	0.54%	开放申购	开放赎回
2021-04-27	1.4144	1.4144	0.26%	开放申购	开放赎回
2021-04-26	1.4107	1.4107	-1.05%	开放申购	开放赎回
2021-04-23	1.4257	1.4257	0.88%	开放申购	开放赎回
2021-04-22	1.4133	1.4133	-0.11%	开放申购	开放赎回
2021-04-21	1.4148	1.4148	0.29%	开放申购	开放赎回
2021-04-20	1.4107	1.4107	-0.06%	开放申购	开放赎回
2021-04-19	1.4116	1.4116	2.30%	开放申购	开放赎回
2021-04-16	1.3799	1.3799	0.32%	开放申购	开放赎回
2021-04-15	1.3755	1.3755	-0.59%	开放申购	开放赎回
2021-04-14	1.3837	1.3837	0.77%	开放申购	开放赎回
2021-04-13	1.3731	1.3731	-0.15%	开放申购	开放赎回
2021-04-12	1.3752	1.3752	-1.64%	开放申购	开放赎回
2021-04-09	1.3981	1.3981	-1.42%	开放申购	开放赎回
2021-04-08	1.4183	1.4183	0.17%	开放申购	开放赎回
2021-04-07	1.4159	1.4159	-0.68%	开放申购	开放赎回
2021-04-06	1.4256	1.4256	-0.39%	开放申购	开放赎回
2021-04-02	1.4312	1.4312	0.95%	开放申购	开放赎回
2021-04-01	1.4178	1.4178	1.17%	开放申购	开放赎回
2021-03-31	1.4014	1.4014	-0.86%	开放申购	开放赎回
2021-03-30	1.4136	1.4136	0.90%	开放申购	开放赎回
2021-03-29	1.4010	1.4010	0.17%	开放申购	开放赎回
2021-03-26	1.3986	1.3986	2.13%	开放申购	开放赎回
2021-03-25	1.3694	1.3694	-0.01%	开放申购	开放赎回
2021-03-24	1.3696	1.3696	-1.49%	开放申购	开放赎回
2021-03-23	1.3903	1.3903	-0.90%	开放申购	开放赎回
2021-03-22	1.4029	1.4029	0.94%	开放申购	开放赎回
2021-03-19	1.3898	1.3898	-2.48%	开放申购	开放赎回
2021-03-18	1.4251	1.4251	0.76%	开放申购	开放赎回
2021-03-17	1.4144	1.4144	0.41%	开放申购	开放赎回
2021-03-16	1.4086	1.4086	0.81%	开放申购	开放赎回
2021-03-15	1.3973	1.3973	-2.05%	开放申购	开放赎回
2021-03-12	1.4265	1.4265	0.34%	开放申购	开放赎回
2021-03-11	1.4217	1.4217	2.38%	开放申购	开放赎回
2021-03-10	1.3886	1.3886	0.62%	开放申购	开放赎回
2021-03-09	1.3801	1.3801	-2.02%	开放申购	开放赎回
2021-03-08	1.4085	1.4085	-3.28%	开放申购	开放赎回
2021-03-05	1.4563	1.4563	-0.30%	开放申购	开放赎回
2021-03-04	1.4607	1.4607	-2.96%	开放申购	开放赎回
2021-03-03	1.5052	1.5052	1.81%	开放申购	开放赎回
2021-03-02	1.4784	1.4784	-1.20%	开放申购	开放赎回
